PRECINCT,HOUR,INCIDENT_COUNT,AVG_SEVERITY,SAFETY_INDEX
100.0,4,72,2.25,58.4763365800662
100.0,5,92,2.152173913043478,56.08406844997207
100.0,6,97,2.0927835051546393,55.818915578409914
100.0,7,184,2.1793478260869565,50.63435040298706
100.0,8,259,1.9768339768339769,49.48196909875526
100.0,9,229,1.9475982532751093,50.09803429484864
100.0,10,253,1.9130434782608696,49.72281001313086
100.0,11,283,1.989399293286219,49.10484926048786
100.0,12,331,1.9909365558912386,48.55332454120079
100.0,13,305,2.0327868852459017,48.756782677312785
100.0,14,344,2.052325581395349,48.33799912221685
100.0,15,320,2.1,48.49075309061079
100.0,16,297,2.01010101010101,48.8892318878548
100.0,17,308,2.103896103896104,48.60823054342791
100.0,18,307,2.1596091205211727,48.53381043757091
100.0,19,294,2.1530612244897958,48.68617766851984
100.0,20,272,2.1323529411764706,48.99388066439998
100.0,21,246,2.1097560975609757,49.42581929020141
100.0,22,190,2.094736842105263,50.67441689950795
100.0,23,203,2.187192118226601,50.11956209858873
101.0,0,365,2.276712328767123,47.88385693544363
101.0,1,274,2.1386861313868613,48.95625248556191
101.0,2,222,2.1936936936936937,49.69568096909442
101.0,3,168,2.232142857142857,51.00289094165214
101.0,4,137,2.2992700729927007,52.085563146814735
101.0,5,111,2.189189189189189,54.090511674893634
101.0,6,177,2.0451977401129944,51.20701353281884
101.0,7,277,1.8700361010830324,49.433747779440125
101.0,8,347,1.8789625360230549,48.588050367483866
101.0,9,370,1.837837837837838,48.453436723245346
101.0,10,396,1.9191919191919191,48.123481474961466
101.0,11,406,1.977832512315271,47.97329636506389
101.0,12,568,1.994718309859155,47.20016010277784
101.0,13,492,2.008130081300813,47.476261564866164
101.0,14,493,2.026369168356998,47.45250641301081
101.0,15,631,2.041204437400951,46.973761634667945
101.0,16,551,2.0090744101633393,47.24434596925839
101.0,17,567,2.049382716049383,47.153208597692945
101.0,18,573,2.0907504363001745,47.09808632524453
101.0,19,521,2.0403071017274472,47.32404615797639
101.0,20,561,2.0481283422459895,47.17396273827683
101.0,21,500,2.144,47.307211588348736
101.0,22,447,2.12751677852349,47.56019825141901
101.0,23,368,2.1168478260869565,48.05507611860993
102.0,0,624,2.34775641025641,46.773818112953855
102.0,1,434,2.184331797235023,47.56729108808632
102.0,2,367,2.223433242506812,47.931007580129204
102.0,3,354,2.3446327683615817,47.88694729095074
102.0,4,337,2.2759643916913945,48.09788520733058
102.0,5,210,2.223809523809524,49.88312504209424
102.0,6,226,2.190265486725664,49.624944498717916
102.0,7,331,2.015105740181269,48.514530386158484
102.0,8,483,2.0559006211180124,47.465398525086115
102.0,9,526,2.093155893536122,47.254839070646455
102.0,10,504,2.0873015873015874,47.34501291389626
102.0,11,519,2.052023121387283,47.320280553669484
102.0,12,704,2.039772727272727,46.80320093412638
102.0,13,535,1.9962616822429906,47.3146585910596
102.0,14,618,2.0647249190938513,46.98932495539007
102.0,15,748,2.0815508021390374,46.687847673099455
102.0,16,755,2.108609271523179,46.65775062328835
102.0,17,754,2.13262599469496,46.644428347081984
102.0,18,796,2.0552763819095476,46.621741390168204
102.0,19,833,2.104441776710684,46.53478365799621
102.0,20,828,2.117149758454106,46.53478365799621
102.0,21,738,2.1097560975609757,46.687847673099455
102.0,22,667,2.1124437781109444,46.83164462105229
102.0,23,565,2.1893805309734513,47.04199113206171
103.0,0,899,2.3448275862068964,46.330015044773276
103.0,1,644,2.3059006211180124,46.75422274260496
103.0,2,521,2.3051823416506716,47.09364196772406
103.0,3,381,2.3333333333333335,47.716511925194006
103.0,4,367,2.3678474114441417,47.771693744771575
103.0,5,352,2.340909090909091,47.905646942113854
103.0,6,375,2.248,47.847344550092814
103.0,7,491,2.1710794297352343,47.31840305020877
103.0,8,687,2.11353711790393,46.7868445807426
103.0,9,771,2.105058365758755,46.63217727053361
103.0,10,866,2.1085450346420322,46.48617342200405
103.0,11,1019,2.172718351324828,46.281603916903435
103.0,12,1276,2.1308777429467085,46.10279378948922
103.0,13,1308,2.1659021406727827,46.07124834669245
103.0,14,1472,2.1970108695652173,45.9779561452887
103.0,15,1748,2.216819221967963,45.86892919459077
103.0,16,1766,2.22480181200453,45.861369093846996
103.0,17,1703,2.2096300645918965,45.8853011161865
103.0,18,1627,2.2169637369391517,45.90979918196292
103.0,19,1495,2.1953177257525085,45.96831674081718
103.0,20,1274,2.1915227629513345,46.082297002053444
103.0,21,1175,2.2110638297872343,46.139304860666215
103.0,22,935,2.2278074866310162,46.342150824660756
103.0,23,760,2.225,46.57936506023971
104.0,0,608,2.34375,46.814658990102075
104.0,1,458,2.3624454148471616,47.28883497352618
104.0,2,398,2.419597989949749,47.532268826037445
104.0,3,358,2.405027932960894,47.79448428488979
104.0,4,332,2.433734939759036,47.95687040899634
104.0,5,255,2.368627450980392,48.84785342731979
104.0,6,247,2.299595141700405,49.07152190665037
104.0,7,299,2.260869565217391,48.471984503474324
104.0,8,553,2.209764918625678,47.06314247331597
104.0,9,471,2.1613588110403397,47.41268397055425
104.0,10,531,2.071563088512241,47.25659904992472
104.0,11,498,2.174698795180723,47.287015977119
104.0,12,725,2.1806896551724138,46.66706610484821
104.0,13,557,2.154398563734291,47.09512095114337
104.0,14,654,2.1131498470948014,46.86119971108529
104.0,15,735,2.204081632653061,46.634609336100254
104.0,16,745,2.209395973154362,46.6138259617015
104.0,17,817,2.189718482252142,46.51031569569094
104.0,18,764,2.1780104712041886,46.599817936612105
104.0,19,698,2.2349570200573066,46.68521500808301
104.0,20,684,2.181286549707602,46.74748847575081
104.0,21,709,2.2482369534555713,46.656070712675124
104.0,22,644,2.262422360248447,46.78180689125669
104.0,23,554,2.270758122743682,47.01322665303327
105.0,0,1004,2.314741035856574,46.23603523112071
105.0,1,551,2.292196007259528,47.0065189539498
105.0,2,499,2.3326653306613228,47.15005679918239
105.0,3,401,2.2992518703241895,47.63069581673272
105.0,4,375,2.312,47.777351949800924
105.0,5,307,2.3517915309446256,48.271093033404256
105.0,6,337,2.1394658753709197,48.27518766748034
105.0,7,387,1.9121447028423773,48.19928200497263
105.0,8,617,2.0243111831442464,47.02543584686543
105.0,9,632,1.990506329113924,47.01322665303327
105.0,10,693,1.9942279942279941,46.86119971108529
105.0,11,715,2.0237762237762236,46.79191708494507
105.0,12,941,2.0658873538788525,46.41531809084162
105.0,13,712,1.9620786516853932,46.84463917586836
105.0,14,891,2.0336700336700337,46.49519238547225
105.0,15,1053,2.0455840455840457,46.30842124426708
